CLOCK;MEMORY_USED;PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;PAPI_L2_TCA;PAPI_L3_TCA
10238999904;5529600;501298;1125475;129198;491517;1125475
10238819922;5529600;501470;1124301;127344;491577;1124301
10238874790;5529600;501145;1124218;132229;491213;1124218
10402882488;5632000;509275;1142752;138248;499116;1142752
10406558128;5632000;478318;1085209;501515;458802;1085209
10428662322;5632000;509295;1143082;152745;499092;1143082
10428290178;5632000;509322;1143304;156042;499017;1143304
10427047024;5632000;509524;1144181;157356;499485;1144181
10426886342;5632000;509626;1136689;219343;498628;1136689
10377264408;5632000;509476;1136644;211395;498502;1136644
10429576670;5632000;478702;1065738;208279;467893;1065738
10429085256;5632000;478745;1064551;202794;468284;1064551
10427096060;5632000;509339;1136988;215988;498475;1136988
10616890114;5734400;517524;1155317;234841;506425;1155317
10570215712;5734400;517729;1163759;421053;505949;1163759
10607888520;5734400;517277;1160626;141977;507077;1160626
10600573850;5734400;517251;1161487;146606;506857;1161487
10616651860;5734400;517317;1160722;141896;506936;1160722
10618113368;5734400;517553;1161407;156713;507217;1161407
10585745752;5734400;517149;1160804;145580;506679;1160804
10619649148;5734400;486376;1094500;231983;475356;1094500
10617641164;5734400;517258;1161370;148092;506798;1161370
10617539966;5734400;517346;1161382;157509;506953;1161382
10808591972;5836800;525513;1180462;166482;514863;1180462
10792461072;5836800;525280;1179709;156907;514467;1179709
10806794874;5836800;525387;1179165;158147;514897;1179165
10790709604;5836800;525290;1179440;150564;514626;1179440
10809443362;5836800;525560;1183098;226238;514201;1183098
10807236294;5836800;526137;1179928;167217;515540;1179928
10816372274;5836800;525908;1186507;517219;510402;1186507
10806121180;5836800;525543;1174336;247445;514212;1174336
10806077228;5836800;525636;1174695;261716;514235;1174695
10805297716;5836800;525665;1174153;239003;514514;1174153
10960085456;5939200;533533;1202557;500029;519654;1202557
11001070766;5939200;533740;1193546;281228;521526;1193546
10997408414;5939200;533444;1192882;274287;521562;1192882
10995948658;5939200;533650;1192048;259122;522117;1192048
10995237808;5939200;534175;1192030;248775;522513;1192030
10997230056;5939200;533654;1192736;254916;521903;1192736
10997572402;5939200;503002;1119953;225711;491917;1119953
10998070260;5939200;502977;1119991;237263;491526;1119991
10995771132;5939200;533726;1192694;242999;522207;1192694
10996828168;5939200;533896;1198124;376276;514256;1198124
11185585744;6041600;541615;1210351;262568;529300;1210351
11187302126;6041600;541757;1210935;258427;530044;1210935
11185606834;6041600;541956;1211413;257721;530135;1211413
11192644106;6041600;511117;1138186;239990;499978;1138186
11189477860;6041600;542655;1210518;258461;530758;1210518
11186204160;6041600;541763;1210848;276238;529852;1210848
11185816214;6041600;541736;1210622;261137;529782;1210622
11187855006;6041600;511987;1137874;240274;500579;1137874
11186946410;6041600;541747;1211112;257815;529916;1211112
11186622040;6041600;541993;1211011;268568;529963;1211011
11375754282;6144000;550092;1229917;276170;538845;1229917
11375079542;6144000;549733;1229232;264479;538100;1229232
11376937566;6144000;519471;1156542;241014;507925;1156542
11376363486;6144000;550022;1237065;224378;538901;1237065
11375137242;6144000;549949;1235831;181077;538619;1235831
11376190410;6144000;549797;1234906;175522;538553;1234906
11375698202;6144000;549742;1235228;187597;538301;1235228
11377382452;6144000;549745;1235498;194360;538292;1235498
11375936506;6144000;549420;1234672;181719;538022;1234672
11380359220;6144000;548532;1235928;200907;537614;1235928
11565809478;6246400;557953;1253240;194844;546256;1253240
11565116052;6246400;558584;1252781;189707;546917;1252781
